"id:ID(Person-ID)","name",":LABEL"
"1004335","沈浮","Person"
"371665.32651654637","拿柏里","Person"
"404641.46103770984","柏也路斯芳迪","Person"
"850263.6797305081","祖云拿柏","Person"
"799847.2716222171","江迪积杜云华斯美","Person"
"1335499","李炳宪","Person"
"837253.0488932948","Tania Rose","Person"
"1143973","威廉·罗斯","Person"
"1305175","约阿希姆·提尔","Person"
"872150.1338880784","Eskil Vogt","Person"
"1018395","帕特里克·梅尔顿","Person"
"675503.4409813088","Marcus Dunstan","Person"
"1050909","哈里·克莱纳","Person"
"1315340","黄春明","Person"
"1165979","吴念真","Person"
"138751.0598949886","Billy Ivory","Person"
