":START_ID(Person-ID)",":TYPE",":END_ID(Movie-ID)"
"1054409","Acted_in","1293137"
"1031935","Acted_in","1293137"
"1049774","Acted_in","1293137"
"1019045","Acted_in","1293137"
"search","Acted_in","1293137"
"1054446","Acted_in","6531219"
"1004568","Acted_in","6531219"
"1315243","Acted_in","6531219"
"1000083","Acted_in","6531219"
"1031877","Acted_in","6531219"
"1018020","Acted_in","6531219"
"1047997","Acted_in","6531219"
"1323346","Acted_in","6531219"
"1171930","Acted_in","6531219"
"1054508","Acted_in","1293760"
"1010562","Acted_in","1293760"
"1053569","Acted_in","1293760"
"1040554","Acted_in","1293760"
"1041111","Acted_in","1293760"
"1002719","Acted_in","1293760"
"1037391","Acted_in","7015732"
"1341973","Acted_in","7015732"
"1331263","Acted_in","7015732"
"1343458","Acted_in","7015732"
"1343459","Acted_in","7015732"
"1343460","Acted_in","7015732"
"1000660","Acted_in","7015732"
"1019001","Acted_in","7015732"
"1343461","Acted_in","7015732"
"1343462","Acted_in","7015732"
"1012519","Acted_in","24879206"
"1053574","Acted_in","24879206"
"1041002","Acted_in","24879206"
"1346133","Acted_in","24879206"
"1027874","Acted_in","24879206"
"1036808","Acted_in","24879206"
"1099400","Acted_in","24879206"
"1016680","Acted_in","24879206"
"1009379","Acted_in","24879206"
"1004679","Acted_in","24879206"
"1049844","Acted_in","24879206"
"1346131","Acted_in","24879206"
"1080751","Acted_in","24879206"
"1041681","Acted_in","19897413"
"1027579","Acted_in","19897413"
"1348756","Acted_in","19897413"
"1354086","Acted_in","19897413"
"1124443","Acted_in","19897413"
"1096079","Acted_in","19897413"
"1355686","Acted_in","19897413"
"1355688","Acted_in","19897413"
"1355687","Acted_in","19897413"
"1322205","Acted_in","25835479"
"1328385","Acted_in","25835479"
"1042479","Acted_in","25835479"
"1343342","Acted_in","25835479"
"1343343","Acted_in","25835479"
"1343345","Acted_in","25835479"
"1343346","Acted_in","25835479"
"1343347","Acted_in","25835479"
"1343348","Acted_in","25835479"
"1343349","Acted_in","25835479"
"1343350","Acted_in","25835479"
"1343344","Acted_in","25835479"
"1027993","Acted_in","3155405"
"1096670","Acted_in","3155405"
"search","Acted_in","3155405"
"1031239","Acted_in","1877942"
"1022596","Acted_in","1877942"
"1009277","Acted_in","1877942"
"search","Acted_in","3249563"
"search","Acted_in","3249563"
"1016671","Acted_in","1294070"
"1049630","Acted_in","1294070"
"1013811","Acted_in","1294070"
"1036326","Acted_in","1294070"
"1019078","Acted_in","1294070"
"1013800","Acted_in","1294070"
"1041141","Acted_in","1294070"
"1010646","Acted_in","1294070"
"1073925","Acted_in","1294070"
"1058963","Acted_in","1294070"
"search","Acted_in","1294070"
"1132248","Acted_in","1294070"
"search","Acted_in","1294070"
"1115198","Acted_in","1294070"
"search","Acted_in","1294070"
"1025133","Acted_in","6999835"
"1322351","Acted_in","6999835"
"1047880","Acted_in","6999835"
"1017944","Acted_in","6999835"
"1009310","Acted_in","6999835"
"1031872","Acted_in","6999835"
"1013849","Acted_in","6999835"
"1044968","Acted_in","6999835"
"1007113","Acted_in","1448595"
"1146105","Acted_in","1448595"
"1002795","Acted_in","1448595"
"1105265","Acted_in","1448595"
"1147346","Acted_in","1448595"
"1002787","Acted_in","1448595"
"1161909","Acted_in","1448595"
"search","Acted_in","1448595"
"1138529","Acted_in","1448595"
"1082491","Acted_in","1448595"
"1041741","Acted_in","1448595"
"1078486","Acted_in","1448595"
"1008290","Acted_in","1448595"
"search","Acted_in","1448595"
"1039379","Acted_in","1304626"
"1019486","Acted_in","1304626"
"1019420","Acted_in","1304626"
"1051741","Acted_in","1304626"
"1315752","Acted_in","1304626"
"1323580","Acted_in","1304626"
"1043170","Acted_in","1304626"
"1034972","Acted_in","1304626"
"1312756","Acted_in","1304626"
"1105724","Acted_in","1304626"
"1037130","Acted_in","1304626"
"1037831","Acted_in","1304626"
"1052932","Acted_in","1304626"
"1029799","Acted_in","1304626"
"search","Acted_in","1304626"
"1027181","Acted_in","1304626"
"1045049","Acted_in","26279918"
"1336325","Acted_in","26279918"
"1275129","Acted_in","26279918"
"1273010","Acted_in","26279918"
"search","Acted_in","26279918"
"search","Acted_in","26279918"
"1005541","Acted_in","1298873"
"1044746","Acted_in","1298873"
"1028614","Acted_in","1298873"
"1028605","Acted_in","1298873"
"1054282","Acted_in","1298873"
"1274568","Acted_in","1298873"
"1048476","Acted_in","1298873"
"1054239","Acted_in","1298873"
"1275451","Acted_in","1298873"
"1127819","Acted_in","1298873"
"1027899","Acted_in","2135922"
"1032761","Acted_in","2135922"
"1096752","Acted_in","2135922"
"1119726","Acted_in","2135922"
"1066607","Acted_in","2135922"
"1018495","Acted_in","2135922"
"1041805","Acted_in","2135922"
"1146488","Acted_in","2135922"
"1132801","Acted_in","2135922"
"1111128","Acted_in","2135922"
"1041411","Acted_in","2135922"
"1085365","Acted_in","2135922"
"1344517","Acted_in","2135922"
"search","Acted_in","1293040"
"search","Acted_in","1293040"
"search","Acted_in","1293040"
"1041025","Acted_in","1295727"
"1048155","Acted_in","1295727"
"1027872","Acted_in","1295727"
"1040531","Acted_in","1293290"
"1054431","Acted_in","1293290"
"1123046","Acted_in","1293290"
"search","Acted_in","1293290"
"search","Acted_in","1757728"
"search","Acted_in","1757728"
"search","Acted_in","1757728"
"1294026","Acted_in","19976777"
"1326811","Acted_in","19976777"
"1009626","Acted_in","19976777"
"1326812","Acted_in","19976777"
"1171342","Acted_in","1766042"
"1138841","Acted_in","1766042"
"1049680","Acted_in","1766042"
"1101887","Acted_in","1766042"
"1016832","Acted_in","1766042"
"1143205","Acted_in","1766042"
"1031862","Acted_in","1766042"
"1031922","Acted_in","1766042"
"1069738","Acted_in","1766042"
"1230888","Acted_in","1766042"
"1144272","Acted_in","1766042"
"1022787","Acted_in","1766042"
"1290746","Acted_in","1766042"
"1086013","Acted_in","1766042"
"1020487","Acted_in","1766042"
"1301518","Acted_in","1766042"
"1048144","Acted_in","1292214"
"1044881","Acted_in","1292214"
"1041005","Acted_in","1292214"
"1041150","Acted_in","1292214"
"1054432","Acted_in","1292214"
"1048183","Acted_in","1292214"
"1007023","Acted_in","1292214"
"1013951","Acted_in","1292214"
"1048143","Acted_in","1292214"
"1025245","Acted_in","1292214"
"1025386","Acted_in","1292214"
"1365293","Acted_in","1292214"
"1365294","Acted_in","1292214"
"1365295","Acted_in","1292214"
"1085830","Acted_in","1292214"
"1022616","Acted_in","6533054"
"1053556","Acted_in","6533054"
"1012478","Acted_in","6533054"
"1053560","Acted_in","6533054"
"1010556","Acted_in","6533054"
"1054394","Acted_in","6533054"
"1054519","Acted_in","6533054"
"1318991","Acted_in","6533054"
"1010617","Acted_in","6533054"
"1004571","Acted_in","6533054"
"1004702","Acted_in","6533054"
"1040982","Acted_in","6533054"
"1036484","Acted_in","6533054"
"1332256","Acted_in","6533054"
"1040517","Acted_in","6533054"
"1004607","Acted_in","6533054"
"1181459","Acted_in","6533054"
"1049668","Acted_in","6533054"
"1317954","Acted_in","6533054"
"1055364","Acted_in","6533054"
"1340120","Acted_in","6533054"
"1232344","Acted_in","6533054"
"1010576","Acted_in","6533054"
"1036321","Acted_in","2301179"
"1031975","Acted_in","2301179"
"search","Acted_in","2301179"
"search","Acted_in","2301179"
"search","Acted_in","2301179"
"search","Acted_in","2301179"
"1129490","Acted_in","2301179"
"1016681","Acted_in","3231742"
"1035672","Acted_in","3231742"
"1018985","Acted_in","3231742"
"1054393","Acted_in","3231742"
"1053573","Acted_in","3231742"
"1003482","Acted_in","3231742"
"1044871","Acted_in","3231742"
"1027164","Acted_in","3231742"
"1000095","Acted_in","3231742"
"1044722","Acted_in","3231742"
"1164170","Acted_in","3231742"
"1322702","Acted_in","3231742"
"1027440","Acted_in","3231742"
"1054562","Acted_in","3231742"
"1050059","Acted_in","3231742"
"1013794","Acted_in","21361965"
"1010560","Acted_in","21361965"
"search","Acted_in","21361965"
"1003484","Acted_in","1309055"
"1053624","Acted_in","1309055"
"1012517","Acted_in","1309055"
"1031872","Acted_in","1309055"
"1004581","Acted_in","1309055"
"1035656","Acted_in","1309055"
"1049488","Acted_in","1309055"
"1022732","Acted_in","1309055"
"1027154","Acted_in","1309055"
"1013798","Acted_in","1309055"
"1025153","Acted_in","1309055"
"1010507","Acted_in","1309055"
"1006956","Acted_in","1309055"
"search","Acted_in","4072718"
"search","Acted_in","4072718"
"search","Acted_in","4072718"
"1044950","Acted_in","26176503"
"1129482","Acted_in","26176503"
"1049512","Acted_in","26176503"
"1036432","Acted_in","26176503"
"1152919","Acted_in","26176503"
"1019056","Acted_in","26176503"
"1012578","Acted_in","26176503"
"1092064","Acted_in","26176503"
"1056045","Acted_in","26176503"
"search","Acted_in","26176503"
"1064610","Acted_in","26176503"
"search","Acted_in","26176503"
"1328121","Acted_in","26176503"
"search","Acted_in","26176503"
"search","Acted_in","26176503"
"1055422","Acted_in","1477193"
"1002773","Acted_in","1477193"
"search","Acted_in","1477193"
"search","Acted_in","1471968"
"1012598","Acted_in","1471968"
"1016796","Acted_in","1471968"
"1142755","Acted_in","6048838"
"1173149","Acted_in","6048838"
"1301633","Acted_in","6048838"
"1293754","Acted_in","6048838"
"search","Acted_in","6048838"
"1059349","Acted_in","1296455"
"1054432","Acted_in","1296455"
"1055983","Acted_in","1296455"
"1022901","Acted_in","1296455"
"1019027","Acted_in","1296455"
"search","Acted_in","1296455"
"1054450","Acted_in","1306785"
"1089616","Acted_in","1306785"
"1094629","Acted_in","1306785"
"1049804","Acted_in","1306785"
"1328534","Acted_in","1306785"
"1100458","Acted_in","1306785"
"search","Acted_in","1941336"
"search","Acted_in","1941336"
"search","Acted_in","1941336"
"1000096","Acted_in","26280030"
"1027191","Acted_in","26280030"
"1009271","Acted_in","26280030"
"1009256","Acted_in","26280030"
"1036464","Acted_in","26280030"
"search","Acted_in","1416762"
"1088217","Acted_in","1416762"
"1068625","Acted_in","1416762"
"1274913","Acted_in","1416762"
"1296518","Acted_in","1416762"
"search","Acted_in","1316685"
"1042156","Acted_in","1316685"
"search","Acted_in","1316685"
